Project Name,Package Name,Architecture Smell,Cause of the Smell
Allay,org.gradle.accessors.dm,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LibrariesForLibs]; [LibrariesForLibs.ChromeinspectorLibraryAccessors]; [LibrariesForLibs.JomlLibraryAccessors]; [LibrariesForLibs.Log4jLibraryAccessors]; [LibrariesForLibs.Log4jSlf4j2LibraryAccessors]; [LibrariesForLibs.NettyLibraryAccessors]; [LibrariesForLibs.OkaeriLibraryAccessors]; [LibrariesForLibs.OkaeriConfigsLibraryAccessors]; [LibrariesForLibs.OkaeriConfigsYamlLibraryAccessors]; [LibrariesForLibs.ProfilerLibraryAccessors]; [LibrariesForLibs.Slf4jLibraryAccessors]; [LibrariesForLibs.VersionAccessors]; [LibrariesForLibs.BundleAccessors]; [LibrariesForLibs.PluginAccessors]; [LibrariesForLibsInPluginsBlock]; [LibrariesForLibsInPluginsBlock.ChromeinspectorLibraryAccessors]; [LibrariesForLibsInPluginsBlock.JomlLibraryAccessors]; [LibrariesForLibsInPluginsBlock.Log4jLibraryAccessors]; [LibrariesForLibsInPluginsBlock.Log4jSlf4j2LibraryAccessors]; [LibrariesForLibsInPluginsBlock.NettyLibraryAccessors]; [LibrariesForLibsInPluginsBlock.OkaeriLibraryAccessors]; [LibrariesForLibsInPluginsBlock.OkaeriConfigsLibraryAccessors]; [LibrariesForLibsInPluginsBlock.OkaeriConfigsYamlLibraryAccessors]; [LibrariesForLibsInPluginsBlock.ProfilerLibraryAccessors]; [LibrariesForLibsInPluginsBlock.Slf4jLibraryAccessors]; [LibrariesForLibsInPluginsBlock.VersionAccessors]; [LibrariesForLibsInPluginsBlock.BundleAccessors]; [LibrariesForLibsInPluginsBlock.PluginAccessors]. LCC (Lack of Component Cohesion) = 1.0
